instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,year_name,weekday_name,temp_c,atemp_c,hum_pct,windspeed_kmh,temp_group
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,Spring,Mist/Cloudy,2012,Sun,11.48,13.29,51.58,16.96,Cold (<12°C)
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,Spring,Clear/Partly Cloudy,2012,Mon,11.48,13.67,50.78,15.35,Cold (<12°C)
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Spring,Clear/Partly Cloudy,2012,Tue,11.8,14.76,59.43,13.78,Cold (<12°C)
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Spring,Clear/Partly Cloudy,2012,Wed,16.23,19.63,56.79,15.71,Mild (12-22°C)
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Spring,Clear/Partly Cloudy,2012,Thu,18.62,22.22,55.46,12.79,Mild (12-22°C)
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Spring,Mist/Cloudy,2012,Fri,16.71,20.55,73.75,15.92,Mild (12-22°C)
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Spring,Clear/Partly Cloudy,2012,Sat,11.92,12.78,39.58,28.25,Cold (<12°C)
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,Spring,Clear/Partly Cloudy,2012,Sun,11.45,13.42,41.0,13.75,Cold (<12°C)
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Spring,Clear/Partly Cloudy,2012,Mon,15.03,17.9,49.08,17.96,Mild (12-22°C)
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Spring,Clear/Partly Cloudy,2012,Tue,14.73,17.68,39.58,12.96,Mild (12-22°C)
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Spring,Mist/Cloudy,2012,Wed,14.12,17.42,80.48,12.0,Mild (12-22°C)
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Spring,Clear/Partly Cloudy,2012,Thu,19.92,23.77,61.54,15.21,Mild (12-22°C)
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Spring,Mist/Cloudy,2012,Fri,14.49,17.99,65.71,9.71,Mild (12-22°C)
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Spring,Mist/Cloudy,2012,Sat,16.98,20.67,62.12,10.79,Mild (12-22°C)
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Spring,Clear/Partly Cloudy,2012,Sun,13.36,15.15,40.33,22.42,Mild (12-22°C)
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Spring,Clear/Partly Cloudy,2012,Mon,9.98,12.06,50.62,15.33,Cold (<12°C)
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Spring,Clear/Partly Cloudy,2012,Tue,10.59,12.75,45.67,13.46,Cold (<12°C)
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Spring,Clear/Partly Cloudy,2012,Wed,16.57,19.26,51.33,23.17,Mild (12-22°C)
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,Spring,Clear/Partly Cloudy,2012,Thu,21.63,26.23,56.75,29.58,Mild (12-22°C)
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,Spring,Mist/Cloudy,2012,Fri,16.84,19.85,40.71,27.79,Mild (12-22°C)
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Spring,Clear/Partly Cloudy,2012,Sat,11.79,13.89,35.04,15.13,Cold (<12°C)
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Spring,Clear/Partly Cloudy,2012,Sun,14.83,17.98,47.7,14.91,Mild (12-22°C)
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Spring,Clear/Partly Cloudy,2012,Mon,19.13,22.98,48.92,13.92,Mild (12-22°C)
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,Spring,Clear/Partly Cloudy,2012,Tue,23.16,27.15,61.75,15.88,Warm (>22°C)
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,Spring,Clear/Partly Cloudy,2012,Wed,23.47,27.43,50.71,7.71,Warm (>22°C)
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,Spring,Clear/Partly Cloudy,2012,Thu,22.86,26.64,57.96,10.04,Warm (>22°C)
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Spring,Mist/Cloudy,2012,Fri,17.87,21.81,84.21,7.58,Mild (12-22°C)
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,Spring,Mist/Cloudy,2012,Sat,21.08,25.25,75.58,7.42,Mild (12-22°C)
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,Spring,Mist/Cloudy,2012,Sun,19.37,23.2,81.0,8.5,Mild (12-22°C)
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,Spring,Clear/Partly Cloudy,2012,Mon,22.35,26.64,72.88,10.88,Warm (>22°C)
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,Spring,Clear/Partly Cloudy,2012,Tue,22.99,26.93,80.79,8.13,Warm (>22°C)
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,Summer,Mist/Cloudy,2012,Wed,21.8,25.66,82.12,6.0,Mild (12-22°C)
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,Summer,Clear/Partly Cloudy,2012,Thu,22.72,26.58,83.12,7.88,Warm (>22°C)
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,Summer,Mist/Cloudy,2012,Fri,24.67,28.5,69.42,7.79,Warm (>22°C)
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Summer,Mist/Cloudy,2012,Sat,20.6,24.34,88.54,12.92,Mild (12-22°C)
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Summer,Mist/Cloudy,2012,Sun,17.94,21.87,88.08,14.79,Mild (12-22°C)
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,Summer,Clear/Partly Cloudy,2012,Mon,18.28,21.94,47.79,25.92,Mild (12-22°C)
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,Summer,Clear/Partly Cloudy,2012,Tue,13.26,15.78,29.0,12.54,Mild (12-22°C)
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Summer,Clear/Partly Cloudy,2012,Wed,19.85,23.55,48.12,19.54,Mild (12-22°C)
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,Summer,Clear/Partly Cloudy,2012,Thu,20.26,24.12,43.92,21.42,Mild (12-22°C)
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,Summer,Mist/Cloudy,2012,Fri,15.17,18.78,58.08,9.25,Mild (12-22°C)
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,Summer,Mist/Cloudy,2012,Sat,17.39,21.09,73.83,16.79,Mild (12-22°C)
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,Summer,Mist/Cloudy,2012,Sun,17.46,20.86,67.62,11.54,Mild (12-22°C)
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Summer,Clear/Partly Cloudy,2012,Mon,17.79,21.38,50.43,20.91,Mild (12-22°C)
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,Summer,Clear/Partly Cloudy,2012,Tue,19.13,23.07,39.67,6.71,Mild (12-22°C)
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,Summer,Clear/Partly Cloudy,2012,Wed,22.21,26.67,46.96,12.13,Warm (>22°C)
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,Summer,Clear/Partly Cloudy,2012,Thu,17.84,21.56,37.42,14.71,Mild (12-22°C)
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,Summer,Clear/Partly Cloudy,2012,Fri,16.54,19.54,37.71,20.13,Mild (12-22°C)
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,Summer,Clear/Partly Cloudy,2012,Sat,17.94,21.31,25.42,18.42,Mild (12-22°C)
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Summer,Clear/Partly Cloudy,2012,Sun,20.5,24.62,27.58,15.58,Mild (12-22°C)
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Summer,Clear/Partly Cloudy,2012,Mon,20.06,23.83,31.75,24.0,Mild (12-22°C)
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,Summer,Clear/Partly Cloudy,2012,Tue,18.31,21.81,43.5,16.71,Mild (12-22°C)
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Summer,Clear/Partly Cloudy,2012,Wed,14.3,16.86,46.96,19.78,Mild (12-22°C)
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Summer,Clear/Partly Cloudy,2012,Thu,16.3,19.38,46.62,19.46,Mild (12-22°C)
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,Summer,Clear/Partly Cloudy,2012,Fri,18.14,21.59,40.83,10.42,Mild (12-22°C)
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,Summer,Clear/Partly Cloudy,2012,Sat,20.29,24.4,50.29,12.79,Mild (12-22°C)
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,Summer,Clear/Partly Cloudy,2012,Sun,24.87,28.69,50.79,15.08,Warm (>22°C)
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,Summer,Clear/Partly Cloudy,2012,Mon,27.23,30.75,56.17,19.08,Warm (>22°C)
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,Summer,Clear/Partly Cloudy,2012,Tue,24.94,29.92,39.04,18.33,Warm (>22°C)
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Summer,Mist/Cloudy,2012,Wed,19.0,22.85,56.92,11.25,Mild (12-22°C)
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,Summer,Clear/Partly Cloudy,2012,Thu,20.43,24.65,61.25,4.42,Mild (12-22°C)
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,Summer,Clear/Partly Cloudy,2012,Fri,21.59,25.79,69.46,10.04,Mild (12-22°C)
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,Summer,Clear/Partly Cloudy,2012,Sat,23.37,27.15,68.29,19.0,Warm (>22°C)
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,Summer,Light Snow/Rain,2012,Sun,16.26,19.48,83.54,23.08,Mild (12-22°C)
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Summer,Mist/Cloudy,2012,Mon,13.19,15.06,76.67,20.33,Mild (12-22°C)
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Summer,Clear/Partly Cloudy,2012,Tue,16.95,20.26,45.42,16.71,Mild (12-22°C)
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Summer,Clear/Partly Cloudy,2012,Wed,19.54,23.52,42.79,7.96,Mild (12-22°C)
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Summer,Mist/Cloudy,2012,Thu,20.43,24.18,75.67,11.83,Mild (12-22°C)
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Summer,Clear/Partly Cloudy,2012,Fri,18.76,22.63,40.08,23.29,Mild (12-22°C)
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Summer,Mist/Cloudy,2012,Sat,15.44,18.88,48.96,8.71,Mild (12-22°C)
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,Summer,Clear/Partly Cloudy,2012,Sun,18.79,22.51,58.71,7.83,Mild (12-22°C)
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,Summer,Mist/Cloudy,2012,Mon,19.03,22.88,57.0,11.5,Mild (12-22°C)
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Summer,Mist/Cloudy,2012,Tue,25.15,28.85,65.96,10.46,Warm (>22°C)
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,Summer,Clear/Partly Cloudy,2012,Wed,23.13,26.89,79.71,9.25,Warm (>22°C)
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,Summer,Mist/Cloudy,2012,Thu,22.96,26.86,76.83,8.96,Warm (>22°C)
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,Summer,Clear/Partly Cloudy,2012,Fri,25.73,29.55,73.54,10.92,Warm (>22°C)
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,Summer,Mist/Cloudy,2012,Sat,25.49,29.23,75.67,10.25,Warm (>22°C)
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,Summer,Mist/Cloudy,2012,Sun,23.06,27.34,74.0,10.04,Warm (>22°C)
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,Summer,Mist/Cloudy,2012,Mon,22.04,26.36,66.42,15.46,Warm (>22°C)
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Summer,Mist/Cloudy,2012,Tue,23.85,27.87,68.58,19.83,Warm (>22°C)
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,Summer,Mist/Cloudy,2012,Wed,23.58,27.65,74.42,14.5,Warm (>22°C)
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,Summer,Clear/Partly Cloudy,2012,Thu,20.74,24.59,55.21,21.04,Mild (12-22°C)
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,Summer,Clear/Partly Cloudy,2012,Fri,21.87,26.04,36.04,15.87,Mild (12-22°C)
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,Summer,Clear/Partly Cloudy,2012,Sat,23.13,27.24,48.04,8.25,Warm (>22°C)
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,Summer,Clear/Partly Cloudy,2012,Sun,25.11,29.26,57.63,15.08,Warm (>22°C)
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Summer,Mist/Cloudy,2012,Mon,23.51,27.5,78.96,14.25,Warm (>22°C)
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Summer,Mist/Cloudy,2012,Tue,25.08,28.82,79.46,9.88,Warm (>22°C)
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Summer,Clear/Partly Cloudy,2012,Wed,26.1,29.8,69.79,8.21,Warm (>22°C)
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Summer,Clear/Partly Cloudy,2012,Thu,24.33,28.63,52.0,15.37,Warm (>22°C)
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Summer,Clear/Partly Cloudy,2012,Fri,23.13,27.56,52.33,9.17,Warm (>22°C)
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Summer,Clear/Partly Cloudy,2012,Sat,24.6,28.35,45.62,5.63,Warm (>22°C)
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Summer,Clear/Partly Cloudy,2012,Sun,25.45,29.2,53.04,17.04,Warm (>22°C)
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Summer,Mist/Cloudy,2012,Mon,24.53,28.28,81.12,15.62,Warm (>22°C)
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,Summer,Mist/Cloudy,2012,Tue,25.22,29.04,76.58,7.92,Warm (>22°C)
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,Summer,Mist/Cloudy,2012,Wed,25.49,29.23,77.46,6.83,Warm (>22°C)
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,Summer,Clear/Partly Cloudy,2012,Thu,26.86,30.34,71.67,11.58,Warm (>22°C)
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,Summer,Clear/Partly Cloudy,2012,Fri,27.88,31.38,74.71,9.42,Warm (>22°C)
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,Summer,Clear/Partly Cloudy,2012,Sat,28.39,32.13,73.25,13.33,Warm (>22°C)
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,Summer,Clear/Partly Cloudy,2012,Sun,28.29,32.07,69.71,14.42,Warm (>22°C)
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,Summer,Clear/Partly Cloudy,2012,Mon,29.21,33.97,67.62,13.17,Warm (>22°C)
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Summer,Clear/Partly Cloudy,2012,Tue,29.62,33.65,68.46,19.79,Warm (>22°C)
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,Summer,Mist/Cloudy,2012,Wed,26.92,30.56,67.0,9.0,Warm (>22°C)
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,Summer,Clear/Partly Cloudy,2012,Thu,27.88,31.57,49.29,13.08,Warm (>22°C)
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Summer,Mist/Cloudy,2012,Fri,26.82,30.4,75.54,15.92,Warm (>22°C)
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,Summer,Clear/Partly Cloudy,2012,Sat,23.92,28.31,54.92,12.5,Warm (>22°C)
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,Summer,Clear/Partly Cloudy,2012,Sun,24.7,28.76,49.33,12.33,Warm (>22°C)
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,Summer,Clear/Partly Cloudy,2012,Mon,24.5,28.91,48.71,19.08,Warm (>22°C)
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,Summer,Mist/Cloudy,2012,Tue,22.17,26.29,61.33,14.04,Warm (>22°C)
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,Summer,Clear/Partly Cloudy,2012,Wed,22.72,27.11,61.12,5.17,Warm (>22°C)
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,Summer,Clear/Partly Cloudy,2012,Thu,24.7,28.47,56.71,10.54,Warm (>22°C)
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,Summer,Clear/Partly Cloudy,2012,Fri,26.62,29.89,46.79,11.75,Warm (>22°C)
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,Summer,Clear/Partly Cloudy,2012,Sat,29.14,32.42,43.71,9.67,Warm (>22°C)
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,Summer,Clear/Partly Cloudy,2012,Sun,29.79,33.18,53.83,8.96,Warm (>22°C)
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,Summer,Mist/Cloudy,2012,Mon,29.55,32.99,58.79,13.92,Warm (>22°C)
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Summer,Mist/Cloudy,2012,Tue,26.79,29.89,83.33,14.37,Warm (>22°C)
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,Summer,Clear/Partly Cloudy,2012,Wed,26.89,30.56,58.21,23.0,Warm (>22°C)
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,Summer,Clear/Partly Cloudy,2012,Thu,26.58,31.22,56.96,17.0,Warm (>22°C)
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,Summer,Clear/Partly Cloudy,2012,Fri,26.21,29.99,58.96,11.83,Warm (>22°C)
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,Summer,Clear/Partly Cloudy,2012,Sat,25.9,29.74,50.42,11.17,Warm (>22°C)
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,Summer,Clear/Partly Cloudy,2012,Sun,24.29,28.6,59.88,9.71,Warm (>22°C)
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Summer,Mist/Cloudy,2012,Mon,23.3,27.24,77.79,11.71,Warm (>22°C)
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,Summer,Clear/Partly Cloudy,2012,Tue,28.22,32.73,69.0,9.92,Warm (>22°C)
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,Summer,Clear/Partly Cloudy,2012,Wed,32.08,36.05,59.21,7.63,Warm (>22°C)
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Fall,Clear/Partly Cloudy,2012,Thu,33.04,37.63,56.79,7.96,Warm (>22°C)
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Fall,Clear/Partly Cloudy,2012,Fri,31.88,36.21,57.38,12.25,Warm (>22°C)
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,Fall,Clear/Partly Cloudy,2012,Sat,30.0,32.64,53.46,12.04,Warm (>22°C)
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,Fall,Clear/Partly Cloudy,2012,Sun,30.48,33.71,47.92,9.75,Warm (>22°C)
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,Fall,Clear/Partly Cloudy,2012,Mon,29.35,32.7,50.42,20.13,Warm (>22°C)
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,Fall,Clear/Partly Cloudy,2012,Tue,25.86,29.74,37.33,23.29,Warm (>22°C)
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,Fall,Clear/Partly Cloudy,2012,Wed,28.6,32.04,36.0,18.21,Warm (>22°C)
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,Fall,Clear/Partly Cloudy,2012,Thu,30.72,33.78,42.25,11.5,Warm (>22°C)
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Fall,Clear/Partly Cloudy,2012,Fri,34.2,39.33,48.88,11.08,Warm (>22°C)
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Fall,Clear/Partly Cloudy,2012,Sat,31.36,34.38,60.12,10.79,Warm (>22°C)
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Fall,Clear/Partly Cloudy,2012,Sun,33.45,37.53,51.88,11.29,Warm (>22°C)
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Fall,Clear/Partly Cloudy,2012,Mon,32.05,35.1,44.71,13.08,Warm (>22°C)
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Fall,Clear/Partly Cloudy,2012,Tue,32.01,35.13,49.21,8.46,Warm (>22°C)
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Fall,Clear/Partly Cloudy,2012,Wed,32.36,36.62,53.87,9.04,Warm (>22°C)
